세부판단유형,원판단유형,판매채널,정제키,행수,원문예시,같은채널_판매채널콘텐츠_근거,콘텐츠마스터_근거,타채널_지급정산_근거,기존대표근거,권고
같은채널 판매채널콘텐츠 있음(C급 사용안함/차단 확인),타채널 exact 지급정산 보강 판단,부커스,용사무적,1,용사무적 5권,C_사용안함_사용금지_선차단::212843::114786::(사용안함)_용사무적,114786::(사용안함)_용사무적::소설편집팀::조원재 || 110079::0_용사무적_만선_일반::소설편집팀::조원재,모픽(mofic)::110079 || 교보문고(소설)::110079 || 무툰(소설 서비스)::110079 || 미스터블루(소설)::110079 || 리디북스(소설)::110079,모픽(mofic)::0_용사무적_만선_일반::110079 || 교보문고(소설)::0_용사무적_만선_일반::110079 || 무툰(소설 서비스)::0_용사무적_만선_일반::110079 || 미스터블루(소설)::0_용사무적_만선_일반::110079 || 리디북스(소설)::0_용사무적_만선_일반::110079,사용안함/사용금지 가능성 우선 확인. 자동 매핑 금지
"콘텐츠마스터 없음, 원천 작품 확인",S2 신규/진짜없음 판단,Yes24(서점),메소드로맨스메소드비스트로맨스,1,[BL] 메소드 로맨스 (웹툰 출간 기념 수인 외전) : 메소드 비스트 로맨스,,,,,콘텐츠 마스터 등록 여부부터 확인. no-action/정산제외 가능성 포함
"콘텐츠마스터 없음, 원천 작품 확인",S2 신규/진짜없음 판단,교보문고(소설),메소드로맨스메소드비스트로맨스,1,메소드 로맨스(개정판). 외전 : 메소드 비스트 로맨스,,,,,콘텐츠 마스터 등록 여부부터 확인. no-action/정산제외 가능성 포함
"콘텐츠마스터 없음, 원천 작품 확인",S2 신규/진짜없음 판단,구글(소설),너의빛깔너의향기,1,[BL] 너의 빛깔 너의 향기 1권,,,,,콘텐츠 마스터 등록 여부부터 확인. no-action/정산제외 가능성 포함
"콘텐츠마스터 없음, 원천 작품 확인",S2 신규/진짜없음 판단,구글(소설),"년의실종,재회그리고",1,[19금] 4년의 실종， 재회 그리고 1권,,,,,콘텐츠 마스터 등록 여부부터 확인. no-action/정산제외 가능성 포함
"콘텐츠마스터 없음, 원천 작품 확인",S2 신규/진짜없음 판단,구글(소설),달달물이라며,1,[BL] 달달물이라며 1권,,,,,콘텐츠 마스터 등록 여부부터 확인. no-action/정산제외 가능성 포함
"콘텐츠마스터 없음, 원천 작품 확인",S2 신규/진짜없음 판단,구글(소설),붉은심장에올라탄중사,1,[19금] 붉은 심장에 올라탄 중사 1권,,,,,콘텐츠 마스터 등록 여부부터 확인. no-action/정산제외 가능성 포함
"콘텐츠마스터 없음, 원천 작품 확인",S2 신규/진짜없음 판단,구글(소설),세명의병신과나,1,[19금] 세 명의 병신과 나 1권,,,,,콘텐츠 마스터 등록 여부부터 확인. no-action/정산제외 가능성 포함
"콘텐츠마스터 없음, 원천 작품 확인",S2 신규/진짜없음 판단,구글(소설),오래전에,1,[BL] 오래전에 1권,,,,,콘텐츠 마스터 등록 여부부터 확인. no-action/정산제외 가능성 포함
"콘텐츠마스터 없음, 원천 작품 확인",S2 신규/진짜없음 판단,구글(소설),하룻밤의유희,1,[BL] 하룻밤의 유희 1권,,,,,콘텐츠 마스터 등록 여부부터 확인. no-action/정산제외 가능성 포함
"콘텐츠마스터 없음, 원천 작품 확인",S2 신규/진짜없음 판단,네이버_연재,ex급만능사제가되었다,1,EX급 만능사제가 되었다,,,,,콘텐츠 마스터 등록 여부부터 확인. no-action/정산제외 가능성 포함
"콘텐츠마스터 없음, 원천 작품 확인",S2 신규/진짜없음 판단,네이버_연재,sm클럽암캐가된여자들,1,SM클럽 -암캐가 된 여자들-,,,,,콘텐츠 마스터 등록 여부부터 확인. no-action/정산제외 가능성 포함
"콘텐츠마스터 없음, 원천 작품 확인",S2 신규/진짜없음 판단,네이버_연재,고인물무림에가다,1,"고인물, 무림에 가다 [독점]",,,,,콘텐츠 마스터 등록 여부부터 확인. no-action/정산제외 가능성 포함
"콘텐츠마스터 없음, 원천 작품 확인",S2 신규/진짜없음 판단,네이버_연재,다따먹점혈법,1,다따먹점혈법,,,,,콘텐츠 마스터 등록 여부부터 확인. no-action/정산제외 가능성 포함
"콘텐츠마스터 없음, 원천 작품 확인",S2 신규/진짜없음 판단,네이버_연재,독식하는재벌세,1,독식하는 재벌 3세,,,,,콘텐츠 마스터 등록 여부부터 확인. no-action/정산제외 가능성 포함
"콘텐츠마스터 없음, 원천 작품 확인",S2 신규/진짜없음 판단,네이버_연재,망한세상에서나혼자각성,1,망한 세상에서 나 혼자 각성,,,,,콘텐츠 마스터 등록 여부부터 확인. no-action/정산제외 가능성 포함
"콘텐츠마스터 없음, 원천 작품 확인",S2 신규/진짜없음 판단,네이버_장르,망한세상에서나혼자각성,1,망한 세상에서 나 혼자 각성 [단행본],,,,,콘텐츠 마스터 등록 여부부터 확인. no-action/정산제외 가능성 포함
"콘텐츠마스터 없음, 원천 작품 확인",채널 보강 판단,리디북스(소설),고인물무림에가다,1,"고인물, 무림에 가다 1화",,,,네이버_연재 / 고인물 무림에 가다_갈드_창작지원금 / 0.91,콘텐츠 마스터 등록 여부부터 확인. no-action/정산제외 가능성 포함
"콘텐츠마스터 없음, 원천 작품 확인",S2 신규/진짜없음 판단,리디북스(소설),망겜의고인물로살아남기프롤로그,1,망겜의 고인물로 살아남기 프롤로그,,,,,콘텐츠 마스터 등록 여부부터 확인. no-action/정산제외 가능성 포함
"콘텐츠마스터 없음, 원천 작품 확인",S2 신규/진짜없음 판단,리디북스(소설),메소드로맨스웹툰출간기념수인메소드비스트로맨스,1,[e북]개정판 | 메소드 로맨스 웹툰 출간 기념 수인 외전 : 메소드 비스트 로맨스,,,,,콘텐츠 마스터 등록 여부부터 확인. no-action/정산제외 가능성 포함
"콘텐츠마스터 없음, 원천 작품 확인",S2 신규/진짜없음 판단,리디북스(소설),보이즈돈크라이,1,[e북]보이즈 돈 크라이 (Boys don't cry) 1권,,,,,콘텐츠 마스터 등록 여부부터 확인. no-action/정산제외 가능성 포함
"콘텐츠마스터 없음, 원천 작품 확인",S2 신규/진짜없음 판단,모픽(mofic),망한세상에서나혼자각성,1,망한 세상에서 나 혼자 각성,,,,,콘텐츠 마스터 등록 여부부터 확인. no-action/정산제외 가능성 포함
"콘텐츠마스터 없음, 원천 작품 확인",S2 신규/진짜없음 판단,모픽(mofic),사이코패스살인마는살고싶다,1,사이코패스 살인마는 살고 싶다,,,,,콘텐츠 마스터 등록 여부부터 확인. no-action/정산제외 가능성 포함
"콘텐츠마스터 없음, 원천 작품 확인",S2 신규/진짜없음 판단,무툰(소설 서비스),다따먹점혈법,1,다따먹점혈법,,,,,콘텐츠 마스터 등록 여부부터 확인. no-action/정산제외 가능성 포함
"콘텐츠마스터 없음, 원천 작품 확인",S2 신규/진짜없음 판단,무툰(소설 서비스),보수적이라며팬티는왜벗어,1,보수적이라며 팬티는 왜 벗어,,,,,콘텐츠 마스터 등록 여부부터 확인. no-action/정산제외 가능성 포함
"콘텐츠마스터 없음, 원천 작품 확인",S2 신규/진짜없음 판단,문피아,ex급만능사제가되었다,1,EX급 만능사제가 되었다,,,,,콘텐츠 마스터 등록 여부부터 확인. no-action/정산제외 가능성 포함
"콘텐츠마스터 없음, 원천 작품 확인",S2 신규/진짜없음 판단,문피아,다따먹점혈법,1,다따먹점혈법,,,,,콘텐츠 마스터 등록 여부부터 확인. no-action/정산제외 가능성 포함
"콘텐츠마스터 없음, 원천 작품 확인",S2 신규/진짜없음 판단,문피아,독식하는재벌세,1,독식하는 재벌 3세 [D],,,,,콘텐츠 마스터 등록 여부부터 확인. no-action/정산제외 가능성 포함
"콘텐츠마스터 없음, 원천 작품 확인",S2 신규/진짜없음 판단,미소설,다따먹점혈법,1,다따먹점혈법,,,,,콘텐츠 마스터 등록 여부부터 확인. no-action/정산제외 가능성 포함
"콘텐츠마스터 없음, 원천 작품 확인",S2 신규/진짜없음 판단,미소설,독식하는재벌세,1,독식하는 재벌 3세,,,,,콘텐츠 마스터 등록 여부부터 확인. no-action/정산제외 가능성 포함
"콘텐츠마스터 없음, 원천 작품 확인",S2 신규/진짜없음 판단,미소설,보수적이라며팬티는왜벗어,1,보수적이라며 팬티는 왜 벗어?,,,,,콘텐츠 마스터 등록 여부부터 확인. no-action/정산제외 가능성 포함
"콘텐츠마스터 없음, 원천 작품 확인",S2 신규/진짜없음 판단,미스터블루(소설),ex급만능사제가되었다,1,EX급 만능사제가 되었다,,,,,콘텐츠 마스터 등록 여부부터 확인. no-action/정산제외 가능성 포함
"콘텐츠마스터 없음, 원천 작품 확인",S2 신규/진짜없음 판단,미스터블루(소설),sm클럽암캐가된여자들,1,SM클럽 -암캐가 된 여자들-,,,,,콘텐츠 마스터 등록 여부부터 확인. no-action/정산제외 가능성 포함
"콘텐츠마스터 없음, 원천 작품 확인",S2 신규/진짜없음 판단,미스터블루(소설),다따먹점혈법,1,다따먹점혈법,,,,,콘텐츠 마스터 등록 여부부터 확인. no-action/정산제외 가능성 포함
"콘텐츠마스터 없음, 원천 작품 확인",S2 신규/진짜없음 판단,미스터블루(소설),보수적이라며팬티는왜벗어,1,보수적이라며 팬티는 왜 벗어?,,,,,콘텐츠 마스터 등록 여부부터 확인. no-action/정산제외 가능성 포함
"콘텐츠마스터 없음, 원천 작품 확인",S2 신규/진짜없음 판단,미스터블루(소설),중력술사아스께기맨,1,중력술사 아스께기맨,,,,,콘텐츠 마스터 등록 여부부터 확인. no-action/정산제외 가능성 포함
"콘텐츠마스터 없음, 원천 작품 확인",S2 신규/진짜없음 판단,미스터블루(소설),팔황예조,1,팔황예조 [단행본],,,,,콘텐츠 마스터 등록 여부부터 확인. no-action/정산제외 가능성 포함
"콘텐츠마스터 없음, 원천 작품 확인",S2 신규/진짜없음 판단,북큐브(소설),다따먹점혈법,1,다따먹점혈법,,,,,콘텐츠 마스터 등록 여부부터 확인. no-action/정산제외 가능성 포함
"콘텐츠마스터 없음, 원천 작품 확인",S2 신규/진짜없음 판단,북팔(소설),메소드로맨스증보판,1,메소드 로맨스 외전증보판,,,,,콘텐츠 마스터 등록 여부부터 확인. no-action/정산제외 가능성 포함
"콘텐츠마스터 없음, 원천 작품 확인",S2 신규/진짜없음 판단,블라이스_일반결제,sm클럽암캐가된여자들,1,SM클럽 -암캐가 된 여자들-,,,,,콘텐츠 마스터 등록 여부부터 확인. no-action/정산제외 가능성 포함
"콘텐츠마스터 없음, 원천 작품 확인",S2 신규/진짜없음 판단,블라이스_일반결제,다따먹점혈법,1,다따먹점혈법,,,,,콘텐츠 마스터 등록 여부부터 확인. no-action/정산제외 가능성 포함
"콘텐츠마스터 없음, 원천 작품 확인",S2 신규/진짜없음 판단,올툰(소설),메소드로맨스증보판,1,[BL소설]메소드 로맨스 외전증보판,,,,,콘텐츠 마스터 등록 여부부터 확인. no-action/정산제외 가능성 포함
"콘텐츠마스터 없음, 원천 작품 확인",S2 신규/진짜없음 판단,웹소설 하이북,다따먹점혈법,1,다따먹점혈법,,,,,콘텐츠 마스터 등록 여부부터 확인. no-action/정산제외 가능성 포함
"콘텐츠마스터 없음, 원천 작품 확인",S2 신규/진짜없음 판단,웹소설 하이북,독식하는재벌세,1,독식하는 재벌 3세,,,,,콘텐츠 마스터 등록 여부부터 확인. no-action/정산제외 가능성 포함
"콘텐츠마스터 없음, 원천 작품 확인",S2 신규/진짜없음 판단,조아라(소설),고인물무림에가다,1,"고인물, 무림에 가다",,,,,콘텐츠 마스터 등록 여부부터 확인. no-action/정산제외 가능성 포함
"콘텐츠마스터 없음, 원천 작품 확인",S2 신규/진짜없음 판단,조아라(소설),다따먹점혈법,1,다따먹점혈법,,,,,콘텐츠 마스터 등록 여부부터 확인. no-action/정산제외 가능성 포함
"콘텐츠마스터 없음, 원천 작품 확인",S2 신규/진짜없음 판단,조아라(소설),독식하는재벌세,1,독식하는 재벌 3세,,,,,콘텐츠 마스터 등록 여부부터 확인. no-action/정산제외 가능성 포함
"콘텐츠마스터 없음, 원천 작품 확인",S2 신규/진짜없음 판단,카카오페이지(소설),망한세상에서나혼자각성,1,망한 세상에서 나 혼자 각성,,,,,콘텐츠 마스터 등록 여부부터 확인. no-action/정산제외 가능성 포함
"콘텐츠마스터 없음, 원천 작품 확인",S2 신규/진짜없음 판단,카카오페이지(소설),실명작,1,실명 3부작 [완결],,,,,콘텐츠 마스터 등록 여부부터 확인. no-action/정산제외 가능성 포함
"콘텐츠마스터 없음, 원천 작품 확인",S2 신규/진짜없음 판단,한아름(P000003716),아름북스inapp,1,아름북스 inapp,,,,,콘텐츠 마스터 등록 여부부터 확인. no-action/정산제외 가능성 포함
"콘텐츠마스터 없음, 원천 작품 확인",S2 신규/진짜없음 판단,한아름(P000003716),아름북스web,1,아름북스 web,,,,,콘텐츠 마스터 등록 여부부터 확인. no-action/정산제외 가능성 포함
"콘텐츠마스터 없음, 원천 작품 확인",S2 신규/진짜없음 판단,한아름(P000003716),아름북스일반합계,1,아름북스 일반 합계,,,,,콘텐츠 마스터 등록 여부부터 확인. no-action/정산제외 가능성 포함
"콘텐츠마스터 없음, 원천 작품 확인",S2 신규/진짜없음 판단,한아름(P000003716),한아름,1,한아름,,,,,콘텐츠 마스터 등록 여부부터 확인. no-action/정산제외 가능성 포함
